date,season,yr,mnth,holiday,weekday,workingday,weather_condition,temp,humidity,windspeed,casual,total_users,year,month,is_weekend,holiday_or_weekend,casual_ratio
2011-01-01,1,0,1,0,6,0,2,0.344167,0.805833,0.160446,331,985,2011,1,1,True,0.3360406091367147
2011-01-02,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,801,2011,1,1,True,0.16354556803974588
2011-01-03,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1349,2011,1,0,False,0.08895478131942998
2011-01-04,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1562,2011,1,0,False,0.06914212548010938
2011-01-05,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1600,2011,1,0,False,0.05124999999996797
2011-01-06,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1606,2011,1,0,False,0.054794520547911084
2011-01-07,1,0,1,0,5,1,2,0.196522,0.498696,0.168726,148,1510,2011,1,0,False,0.09801324503304767
2011-01-08,1,0,1,0,6,0,2,0.165,0.535833,0.266804,68,959,2011,1,1,True,0.07090719499471229
2011-01-09,1,0,1,0,0,0,1,0.138333,0.434167,0.36195,54,822,2011,1,1,True,0.06569343065685439
2011-01-10,1,0,1,0,1,1,1,0.150833,0.482917,0.223267,41,1321,2011,1,0,False,0.03103709311125584
2011-01-11,1,0,1,0,2,1,2,0.169091,0.686364,0.122132,43,1263,2011,1,0,False,0.034045922406940585
2011-01-12,1,0,1,0,3,1,1,0.172727,0.599545,0.304627,25,1162,2011,1,0,False,0.021514629948346374
2011-01-13,1,0,1,0,4,1,1,0.165,0.470417,0.301,38,1406,2011,1,0,False,0.027027027027007804
2011-01-14,1,0,1,0,5,1,1,0.16087,0.537826,0.126548,54,1421,2011,1,0,False,0.03800140745950879
2011-01-15,1,0,1,0,6,0,2,0.233333,0.49875,0.157963,222,1248,2011,1,1,True,0.17788461538447284
2011-01-16,1,0,1,0,0,0,1,0.231667,0.48375,0.188433,251,1204,2011,1,1,True,0.20847176079716906
2011-01-17,1,0,1,1,1,0,2,0.175833,0.5375,0.194017,117,1000,2011,1,0,True,0.116999999999883
2011-01-18,1,0,1,0,2,1,2,0.216667,0.861667,0.146775,9,683,2011,1,0,False,0.01317715959002463
2011-01-19,1,0,1,0,3,1,2,0.292174,0.741739,0.208317,78,1650,2011,1,0,False,0.04727272727269862
2011-01-20,1,0,1,0,4,1,2,0.261667,0.538333,0.195904,83,1927,2011,1,0,False,0.04307213284896571
2011-01-21,1,0,1,0,5,1,1,0.1775,0.457083,0.353242,75,1543,2011,1,0,False,0.04860661049899637
2011-01-22,1,0,1,0,6,0,1,0.0591304,0.4,0.17197,93,981,2011,1,1,True,0.09480122324149358
2011-01-23,1,0,1,0,0,0,1,0.0965217,0.436522,0.2466,150,986,2011,1,1,True,0.15212981744406479
2011-01-24,1,0,1,0,1,1,1,0.0973913,0.491739,0.15833,86,1416,2011,1,0,False,0.060734463276793264
2011-01-25,1,0,1,0,2,1,2,0.223478,0.616957,0.129796,186,1985,2011,1,0,False,0.09370277078080921
2011-01-26,1,0,1,0,3,1,3,0.2175,0.8625,0.29385,34,506,2011,1,0,False,0.06719367588919527
2011-01-27,1,0,1,0,4,1,1,0.195,0.6875,0.113837,15,431,2011,1,0,False,0.03480278422265707
2011-01-28,1,0,1,0,5,1,2,0.203478,0.793043,0.1233,38,1167,2011,1,0,False,0.03256212510708435
2011-01-29,1,0,1,0,6,0,1,0.196522,0.651739,0.145365,123,1098,2011,1,1,True,0.11202185792339525
2011-01-30,1,0,1,0,0,0,1,0.216522,0.722174,0.0739826,140,1096,2011,1,1,True,0.12773722627725573
2011-01-31,1,0,1,0,1,1,2,0.180833,0.60375,0.187192,42,1501,2011,1,0,False,0.02798134576946837
2011-02-01,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1360,2011,2,0,False,0.03455882352938636
2011-02-02,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1526,2011,2,0,False,0.047182175622511674
2011-02-03,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1550,2011,2,0,False,0.03935483870965203
2011-02-04,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1708,2011,2,0,False,0.05152224824352956
2011-02-05,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,1005,2011,2,1,True,0.09950248756209004
2011-02-06,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1623,2011,2,1,True,0.218114602587666
2011-02-07,1,0,2,0,1,1,1,0.271667,0.738333,0.0454083,120,1712,2011,2,0,False,0.07009345794388429
2011-02-08,1,0,2,0,2,1,1,0.220833,0.537917,0.36195,64,1530,2011,2,0,False,0.04183006535944978
2011-02-09,1,0,2,0,3,1,2,0.134783,0.494783,0.188839,53,1605,2011,2,0,False,0.03302180685356198
2011-02-10,1,0,2,0,4,1,1,0.144348,0.437391,0.221935,47,1538,2011,2,0,False,0.03055916775030523
2011-02-11,1,0,2,0,5,1,1,0.189091,0.506364,0.10855,149,1746,2011,2,0,False,0.08533791523477358
2011-02-12,1,0,2,0,6,0,1,0.2225,0.544167,0.203367,288,1472,2011,2,1,True,0.19565217391291057
2011-02-13,1,0,2,0,0,0,1,0.316522,0.457391,0.260883,397,1589,2011,2,1,True,0.24984266834471375
2011-02-14,1,0,2,0,1,1,1,0.415,0.375833,0.417908,208,1913,2011,2,0,False,0.10872974385775812
2011-02-15,1,0,2,0,2,1,1,0.266087,0.314348,0.291374,140,1815,2011,2,0,False,0.07713498622585283
2011-02-16,1,0,2,0,3,1,1,0.318261,0.423478,0.251791,218,2115,2011,2,0,False,0.10307328605196073
2011-02-17,1,0,2,0,4,1,1,0.435833,0.505,0.230104,259,2475,2011,2,0,False,0.10464646464642237
2011-02-18,1,0,2,0,5,1,1,0.521667,0.516667,0.264925,579,2927,2011,2,0,False,0.197813460881381
2011-02-19,1,0,2,0,6,0,1,0.399167,0.187917,0.507463,532,1635,2011,2,1,True,0.3253822629967429
2011-02-20,1,0,2,0,0,0,1,0.285217,0.407826,0.223235,639,1812,2011,2,1,True,0.35264900662232196
2011-02-21,1,0,2,1,1,0,2,0.303333,0.605,0.307846,195,1107,2011,2,0,True,0.17615176151745604
2011-02-22,1,0,2,0,2,1,1,0.182222,0.577778,0.195683,74,1450,2011,2,0,False,0.05103448275858549
2011-02-23,1,0,2,0,3,1,1,0.221739,0.423043,0.094113,139,1917,2011,2,0,False,0.07250912884711919
2011-02-24,1,0,2,0,4,1,2,0.295652,0.697391,0.250496,100,1807,2011,2,0,False,0.055340343110096654
2011-02-25,1,0,2,0,5,1,2,0.364348,0.712174,0.346539,120,1461,2011,2,0,False,0.08213552361390682
2011-02-26,1,0,2,0,6,0,1,0.2825,0.537917,0.186571,424,1969,2011,2,1,True,0.21533773489069816
2011-02-27,1,0,2,0,0,0,1,0.343478,0.68,0.125248,694,2402,2011,2,1,True,0.28892589508730687
2011-02-28,1,0,2,0,1,1,2,0.407273,0.876364,0.289686,81,1446,2011,2,0,False,0.056016597510334706
2011-03-01,1,0,3,0,2,1,1,0.266667,0.535,0.216425,137,1851,2011,3,0,False,0.07401404646133225
2011-03-02,1,0,3,0,3,1,1,0.335,0.449583,0.307833,231,2134,2011,3,0,False,0.10824742268036165
2011-03-03,1,0,3,0,4,1,1,0.198333,0.318333,0.225754,123,1685,2011,3,0,False,0.07299703264090623
2011-03-04,1,0,3,0,5,1,2,0.261667,0.610417,0.203346,214,1944,2011,3,0,False,0.11008230452669235
2011-03-05,1,0,3,0,6,0,2,0.384167,0.789167,0.251871,640,2077,2011,3,1,True,0.30813673567630806
2011-03-06,1,0,3,0,0,0,2,0.376522,0.948261,0.343287,114,605,2011,3,1,True,0.18842975206580426
2011-03-07,1,0,3,0,1,1,1,0.261739,0.551304,0.341352,244,1872,2011,3,0,False,0.1303418803418107
2011-03-08,1,0,3,0,2,1,1,0.2925,0.420833,0.12065,316,2133,2011,3,0,False,0.1481481481480787
2011-03-09,1,0,3,0,3,1,2,0.295833,0.775417,0.22015,191,1891,2011,3,0,False,0.10100475938651454
2011-03-10,1,0,3,0,4,1,3,0.389091,0.0,0.261877,46,623,2011,3,0,False,0.07383627608334858
2011-03-11,1,0,3,0,5,1,2,0.316522,0.649565,0.23297,247,1977,2011,3,0,False,0.12493677288815128
2011-03-12,1,0,3,0,6,0,1,0.329167,0.594583,0.220775,724,2132,2011,3,1,True,0.33958724202610713
2011-03-13,1,0,3,0,0,0,1,0.384348,0.527391,0.270604,982,2417,2011,3,1,True,0.40628878775324523
2011-03-14,1,0,3,0,1,1,1,0.325217,0.496957,0.136926,359,2046,2011,3,0,False,0.1754643206255252
2011-03-15,1,0,3,0,2,1,2,0.317391,0.655652,0.184309,289,2056,2011,3,0,False,0.140564202334562
2011-03-16,1,0,3,0,3,1,2,0.365217,0.776522,0.203117,321,2192,2011,3,0,False,0.14644160583934926
2011-03-17,1,0,3,0,4,1,1,0.415,0.602917,0.209579,424,2744,2011,3,0,False,0.15451895043726147
2011-03-18,1,0,3,0,5,1,1,0.54,0.525217,0.231017,884,3239,2011,3,0,False,0.27292374189556257
2011-03-19,1,0,3,0,6,0,1,0.4725,0.379167,0.368167,1424,3117,2011,3,1,True,0.4568495348089648
2011-03-20,1,0,3,0,0,0,1,0.3325,0.47375,0.207721,1047,2471,2011,3,1,True,0.42371509510302563
2011-03-21,2,0,3,0,1,1,2,0.430435,0.737391,0.288783,401,2077,2011,3,0,False,0.1930669234471868
2011-03-22,2,0,3,0,2,1,1,0.441667,0.624583,0.22575,460,2703,2011,3,0,False,0.17018128005913052
2011-03-23,2,0,3,0,3,1,2,0.346957,0.839565,0.234261,203,2121,2011,3,0,False,0.09570957095705059
2011-03-24,2,0,3,0,4,1,2,0.285,0.805833,0.243787,166,1865,2011,3,0,False,0.08900804289539463
2011-03-25,2,0,3,0,5,1,1,0.264167,0.495,0.230725,300,2210,2011,3,0,False,0.1357466063347802
2011-03-26,2,0,3,0,6,0,1,0.265833,0.394167,0.209571,981,2496,2011,3,1,True,0.3930288461536887
2011-03-27,2,0,3,0,0,0,2,0.253043,0.493913,0.1843,472,1693,2011,3,1,True,0.27879503839321984
2011-03-28,2,0,3,0,1,1,1,0.264348,0.302174,0.212204,222,2028,2011,3,0,False,0.1094674556212478
2011-03-29,2,0,3,0,2,1,1,0.3025,0.314167,0.226996,317,2425,2011,3,0,False,0.13072164948448217
2011-03-30,2,0,3,0,3,1,2,0.3,0.646667,0.172888,168,1536,2011,3,0,False,0.1093749999999288
2011-03-31,2,0,3,0,4,1,3,0.268333,0.918333,0.217646,179,1685,2011,3,0,False,0.10623145400587167
2011-04-01,2,0,4,0,5,1,2,0.3,0.68625,0.258708,307,2227,2011,4,0,False,0.13785361472827218
2011-04-02,2,0,4,0,6,0,2,0.315,0.65375,0.197146,898,2252,2011,4,1,True,0.3987566607458265
2011-04-03,2,0,4,0,0,0,1,0.378333,0.48,0.182213,1651,3249,2011,4,1,True,0.5081563558016288
2011-04-04,2,0,4,0,1,1,1,0.573333,0.42625,0.385571,734,3115,2011,4,0,False,0.23563402889238022
2011-04-05,2,0,4,0,2,1,2,0.414167,0.642083,0.388067,167,1795,2011,4,0,False,0.09303621169911251
2011-04-06,2,0,4,0,3,1,1,0.390833,0.470833,0.263063,413,2808,2011,4,0,False,0.1470797720797197
2011-04-07,2,0,4,0,4,1,1,0.4375,0.602917,0.162312,571,3141,2011,4,0,False,0.18178923909577147
2011-04-08,2,0,4,0,5,1,2,0.335833,0.83625,0.226992,172,1471,2011,4,0,False,0.11692726036701773
2011-04-09,2,0,4,0,6,0,2,0.3425,0.8775,0.133083,879,2455,2011,4,1,True,0.35804480651716575
2011-04-10,2,0,4,0,0,0,2,0.426667,0.8575,0.146767,1188,2895,2011,4,1,True,0.41036269430037636
2011-04-11,2,0,4,0,1,1,2,0.595652,0.716956,0.324474,855,3348,2011,4,0,False,0.25537634408594523
2011-04-12,2,0,4,0,2,1,2,0.5025,0.739167,0.274879,257,2034,2011,4,0,False,0.12635201573248458
2011-04-13,2,0,4,0,3,1,2,0.4125,0.819167,0.250617,209,2162,2011,4,0,False,0.09666975023122264
2011-04-14,2,0,4,0,4,1,1,0.4675,0.540417,0.1107,529,3267,2011,4,0,False,0.1619222528312942
2011-04-15,2,0,4,1,5,0,1,0.446667,0.67125,0.226375,642,3126,2011,4,0,True,0.2053742802302606
2011-04-16,2,0,4,0,6,0,3,0.430833,0.888333,0.340808,121,795,2011,4,1,True,0.15220125786144378
2011-04-17,2,0,4,0,0,0,1,0.456667,0.479583,0.303496,1558,3744,2011,4,1,True,0.41613247863236746
2011-04-18,2,0,4,0,1,1,1,0.5125,0.5425,0.163567,669,3429,2011,4,0,False,0.19510061242339016
2011-04-19,2,0,4,0,2,1,2,0.505833,0.665833,0.157971,409,3204,2011,4,0,False,0.12765293383266926
2011-04-20,2,0,4,0,3,1,1,0.595,0.614167,0.241925,613,3944,2011,4,0,False,0.15542596348880441
2011-04-21,2,0,4,0,4,1,1,0.459167,0.407083,0.325258,745,4189,2011,4,0,False,0.17784674146570115
2011-04-22,2,0,4,0,5,1,2,0.336667,0.729583,0.219521,177,1683,2011,4,0,False,0.10516934046339563
2011-04-23,2,0,4,0,6,0,2,0.46,0.887917,0.230725,1462,4036,2011,4,1,True,0.36223984142706583
2011-04-24,2,0,4,0,0,0,2,0.581667,0.810833,0.192175,1710,4191,2011,4,1,True,0.40801717967062556
2011-04-25,2,0,4,0,1,1,1,0.606667,0.776667,0.185333,773,4073,2011,4,0,False,0.18978639823221463
2011-04-26,2,0,4,0,2,1,1,0.631667,0.729167,0.3265,678,4400,2011,4,0,False,0.15409090909087406
2011-04-27,2,0,4,0,3,1,2,0.62,0.835417,0.3122,547,3872,2011,4,0,False,0.1412706611569883
2011-04-28,2,0,4,0,4,1,2,0.6175,0.700833,0.320908,569,4058,2011,4,0,False,0.14021685559385405
2011-04-29,2,0,4,0,5,1,1,0.51,0.457083,0.240063,878,4595,2011,4,0,False,0.19107725788896818
2011-04-30,2,0,4,0,6,0,1,0.4725,0.503333,0.235075,1965,5312,2011,4,1,True,0.36991716867462915
2011-05-01,2,0,5,0,0,0,2,0.451667,0.762083,0.106354,1138,3351,2011,5,1,True,0.3396001193672517
2011-05-02,2,0,5,0,1,1,2,0.549167,0.73,0.183454,847,4401,2011,5,0,False,0.19245625994087875
2011-05-03,2,0,5,0,2,1,2,0.616667,0.697083,0.342667,603,4451,2011,5,0,False,0.13547517411814525
2011-05-04,2,0,5,0,3,1,2,0.414167,0.737083,0.328996,255,2633,2011,5,0,False,0.09684770224075319
2011-05-05,2,0,5,0,4,1,1,0.459167,0.444167,0.295392,614,4433,2011,5,0,False,0.13850665463565565
2011-05-06,2,0,5,0,5,1,1,0.479167,0.59,0.228246,894,4608,2011,5,0,False,0.19401041666662455
2011-05-07,2,0,5,0,6,0,1,0.52,0.54125,0.16045,1612,4714,2011,5,1,True,0.34196011879500593
2011-05-08,2,0,5,0,0,0,1,0.528333,0.631667,0.0746375,1401,4333,2011,5,1,True,0.3233325640433133
2011-05-09,2,0,5,0,1,1,1,0.5325,0.58875,0.176,664,4362,2011,5,0,False,0.15222375057309667
2011-05-10,2,0,5,0,2,1,1,0.5325,0.489167,0.115671,694,4803,2011,5,0,False,0.14449302519255786
2011-05-11,2,0,5,0,3,1,1,0.5425,0.632917,0.120642,550,4182,2011,5,0,False,0.1315160210425319
2011-05-12,2,0,5,0,4,1,1,0.535,0.7475,0.189667,695,4864,2011,5,0,False,0.14288651315786535
2011-05-13,2,0,5,0,5,1,2,0.5125,0.863333,0.179725,692,4105,2011,5,0,False,0.16857490864794916
2011-05-14,2,0,5,0,6,0,2,0.520833,0.9225,0.13495,902,3409,2011,5,1,True,0.26459372249918905
2011-05-15,2,0,5,0,0,0,2,0.5625,0.867083,0.152979,1582,4553,2011,5,1,True,0.3474632110695481
2011-05-16,2,0,5,0,1,1,1,0.5775,0.787917,0.126871,773,3958,2011,5,0,False,0.1953006568973736
2011-05-17,2,0,5,0,2,1,2,0.561667,0.837917,0.277354,678,4123,2011,5,0,False,0.16444336648067803
2011-05-18,2,0,5,0,3,1,2,0.55,0.87,0.201492,536,3855,2011,5,0,False,0.13904020752266172
2011-05-19,2,0,5,0,4,1,2,0.530833,0.829583,0.108213,735,4575,2011,5,0,False,0.1606557377048829
2011-05-20,2,0,5,0,5,1,1,0.536667,0.719583,0.125013,909,4917,2011,5,0,False,0.18486882245267747
2011-05-21,2,0,5,0,6,0,1,0.6025,0.626667,0.12065,2258,5805,2011,5,1,True,0.38897502153309405
2011-05-22,2,0,5,0,0,0,1,0.604167,0.749583,0.148008,1576,4660,2011,5,1,True,0.33819742489263127
2011-05-23,2,0,5,0,1,1,2,0.631667,0.81,0.233842,836,4274,2011,5,0,False,0.19560131024796545
2011-05-24,2,0,5,0,2,1,2,0.66,0.740833,0.207092,659,4492,2011,5,0,False,0.1467052537844731
2011-05-25,2,0,5,0,3,1,1,0.660833,0.69625,0.154233,740,4978,2011,5,0,False,0.1486540779429191
2011-05-26,2,0,5,0,4,1,1,0.708333,0.6775,0.199642,758,4677,2011,5,0,False,0.1620697028009061
2011-05-27,2,0,5,0,5,1,1,0.681667,0.65375,0.240679,871,4679,2011,5,0,False,0.18615088694161439
2011-05-28,2,0,5,0,6,0,1,0.655833,0.729583,0.230092,2001,4758,2011,5,1,True,0.42055485498099604
2011-05-29,2,0,5,0,0,0,1,0.6675,0.81875,0.213938,2355,4788,2011,5,1,True,0.4918546365913759
2011-05-30,2,0,5,1,1,0,1,0.733333,0.685,0.131225,1549,4098,2011,5,0,True,0.3779892630550566
2011-05-31,2,0,5,0,2,1,1,0.775,0.636667,0.111329,673,3982,2011,5,0,False,0.1690105474635437
2011-06-01,2,0,6,0,3,1,2,0.764167,0.677083,0.207092,513,3974,2011,6,0,False,0.12908907901355585
2011-06-02,2,0,6,0,4,1,1,0.715,0.305,0.292287,736,4968,2011,6,0,False,0.1481481481481183
2011-06-03,2,0,6,0,5,1,1,0.62,0.354167,0.253121,898,5312,2011,6,0,False,0.16905120481924527
2011-06-04,2,0,6,0,6,0,1,0.635,0.45625,0.123142,1869,5342,2011,6,1,True,0.34986896293516473
2011-06-05,2,0,6,0,0,0,2,0.648333,0.6525,0.138692,1685,4906,2011,6,1,True,0.34345699143898417
2011-06-06,2,0,6,0,1,1,1,0.678333,0.6,0.121896,673,4548,2011,6,0,False,0.1479771328055963
2011-06-07,2,0,6,0,2,1,1,0.7075,0.597917,0.187808,763,4833,2011,6,0,False,0.15787295675560564
2011-06-08,2,0,6,0,3,1,1,0.775833,0.622083,0.136817,676,4401,2011,6,0,False,0.15360145421491622
2011-06-09,2,0,6,0,4,1,2,0.808333,0.568333,0.149883,563,3915,2011,6,0,False,0.14380587484032087
2011-06-10,2,0,6,0,5,1,1,0.755,0.605,0.140554,815,4586,2011,6,0,False,0.17771478412556088
2011-06-11,2,0,6,0,6,0,1,0.725,0.654583,0.15485,1729,4966,2011,6,1,True,0.34816753926694555
2011-06-12,2,0,6,0,0,0,1,0.6925,0.747917,0.163567,1467,4460,2011,6,1,True,0.3289237668160697
2011-06-13,2,0,6,0,1,1,1,0.635,0.494583,0.30535,863,5020,2011,6,0,False,0.17191235059757531
2011-06-14,2,0,6,0,2,1,1,0.604167,0.507083,0.269283,727,4891,2011,6,0,False,0.14864035984458215
2011-06-15,2,0,6,0,3,1,1,0.626667,0.471667,0.167912,769,5180,2011,6,0,False,0.14845559845556977
2011-06-16,2,0,6,0,4,1,2,0.628333,0.688333,0.206471,545,3767,2011,6,0,False,0.14467746217145083
2011-06-17,2,0,6,0,5,1,1,0.649167,0.735833,0.143029,863,4844,2011,6,0,False,0.1781585466556197
2011-06-18,2,0,6,0,6,0,1,0.696667,0.670417,0.119408,1807,5119,2011,6,1,True,0.35299863254535
2011-06-19,2,0,6,0,0,0,2,0.699167,0.666667,0.102,1639,4744,2011,6,1,True,0.34548903878576187
2011-06-20,2,0,6,0,1,1,2,0.635,0.74625,0.155475,699,4010,2011,6,0,False,0.17431421446379694
2011-06-21,3,0,6,0,2,1,2,0.680833,0.770417,0.171025,774,4835,2011,6,0,False,0.16008273009303822
2011-06-22,3,0,6,0,3,1,1,0.733333,0.7075,0.172262,661,4507,2011,6,0,False,0.14666074994449818
2011-06-23,3,0,6,0,4,1,2,0.728333,0.703333,0.238804,746,4790,2011,6,0,False,0.15574112734861048
2011-06-24,3,0,6,0,5,1,1,0.724167,0.573333,0.222025,969,4991,2011,6,0,False,0.1941494690442408
2011-06-25,3,0,6,0,6,0,1,0.695,0.483333,0.209571,1782,5202,2011,6,1,True,0.34256055363315213
2011-06-26,3,0,6,0,0,0,1,0.68,0.513333,0.0945333,1920,5305,2011,6,1,True,0.3619227144202899
2011-06-27,3,0,6,0,1,1,2,0.6825,0.658333,0.107588,854,4708,2011,6,0,False,0.1813933729821195
2011-06-28,3,0,6,0,2,1,1,0.744167,0.634167,0.144283,732,4648,2011,6,0,False,0.15748709122199708
2011-06-29,3,0,6,0,3,1,1,0.728333,0.497917,0.261821,848,5225,2011,6,0,False,0.16229665071767227
2011-06-30,3,0,6,0,4,1,1,0.696667,0.434167,0.185312,1027,5515,2011,6,0,False,0.1862194016318792
2011-07-01,3,0,7,0,5,1,1,0.7225,0.39625,0.102608,1246,5362,2011,7,0,False,0.23237597911222818
2011-07-02,3,0,7,0,6,0,1,0.738333,0.444583,0.115062,2204,5119,2011,7,1,True,0.43055284235193775
